room_id,escaper_id,roomrun_id,room_name_splitted,company_name_splitted,location,keywords,hashtag,min_players,max_players,website,phone,phone_2,address,latitude,longitude,waze_link,moovit_link,region_splitted,is_closed_on_weekends,is_double,is_performance,is_vr,soldier_discount,soldier_discount_weekend,student_discount,student_discount_weekend,children_discount,children_discount_weekend,is_gift_card,escape_card,birthday_discount,is_actor,is_linear,is_parallel,is_beginner,is_for_children,is_for_religious,is_scary,is_for_disabled,is_for_hearing_impaired,is_for_pregnant,is_credit_card_accepted,arseny_did,sharona_did,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,weekend_price_1,weekend_price_2,weekend_price_3, weekend_price_4,weekend_price_5,weekend_price_6,weekend_price_7,weekend_price_8,weekend_price_9,weekend_price_10,weekend_price_11,weekend_price_12
201,,,המקדש הארור,escape city | אסקייפ סיטי,תל אביב,,#חדרבריחה_המקדשהארור,2,6,https://escapecity.com/room/%D7%94%D7%9E%D7%A7%D7%93%D7%A9-%D7%94%D7%90%D7%A1%D7%95%D7%A8-%D7%A9%D7%9C-%D7%9E%D7%95%D7%A0%D7%98%D7%96%D7%95%D7%9E%D7%94/?utm_source=escape-bot,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,http://tinyurl.com/m45bhos,מרכז | המרכז | ת״א,,0,,,,,,,,,,,,0,,,,0,,,0,,,,,,,120,110,100,80,67,,,,,,,,120,110,100,80,67,,,,,,
202,,,מבוך האלים,escape city | אסקייפ סיטי,תל אביב,,,2,6,https://escapecity.com/room/alchemists-chamber/?utm_source=escape-bot,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,http://tinyurl.com/l9nv2ur,מרכז | המרכז | ת״א,,0,,,,,,,,,,,,0,,,,0,,,0,,0,,,,,120,110,100,80,67,,,,,,,,120,110,100,80,67,,,,,,
203,,,מלחמת האבירים - החרב המכושפת | מלחמת האבירים | החרב המכושפת,escape city | אסקייפ סיטי,תל אביב,,#חדרבריחה_החרבהמכושפת,2,6,https://escapecity.com/room/%D7%A4%D7%A0%D7%98%D7%96%D7%9E%D7%94/?utm_source=escape-bot,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,http://tinyurl.com/n5f3jpl,מרכז | המרכז | ת״א,,0,,,,,,,,,,,,0,,,,,,,0,,0,,,,,120,110,100,80,67,,,,,,,,120,110,100,80,67,,,,,,
204,,,צ'ארלי בממלכת השוקולד | צ'ארלי וממלכת השוקולד | צרלי וממלכת השוקולד | צרלי בממלכת השורולד,escape city | אסקייפ סיטי,תל אביב,,#חדרבריחה_ממלכתהשוקולד,2,6,https://escapecity.com/room/%D7%A6%D7%B3%D7%90%D7%A8%D7%9C%D7%99-%D7%91%D7%9E%D7%9E%D7%9C%D7%9B%D7%AA-%D7%94%D7%A9%D7%95%D7%A7%D7%95%D7%9C%D7%93/?utm_source=escape-bot,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,http://tinyurl.com/moodcc4,מרכז | המרכז | ת״א,,0,,,,,,,,,,,,0,,,,1,,,1,0,1,,,,,120,110,100,80,67,,,,,,,,120,110,100,80,67,,,,,,
205,,,קללת המומיה,escape city | אסקייפ סיטי,תל אביב,,,2,6,https://escapecity.com/room/%D7%A7%D7%91%D7%A8%D7%95-%D7%A9%D7%9C-%D7%AA%D7%95%D7%AA-%D7%A2%D7%A0%D7%97-%D7%90%D7%9E%D7%95%D7%9F/?utm_source=escape-bot,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,http://tinyurl.com/lgj9n4j,מרכז | המרכז | ת״א,,0,,,,,,,,,,,,0,,,,,,,1,,,,,,,120,110,100,80,67,,,,,,,,120,110,100,80,67,,,,,,
206,,,שודדי הקאריבים,escape city | אסקייפ סיטי,תל אביב,,,2,6,https://escapecity.com/room/%D7%A9%D7%95%D7%93%D7%93%D7%99-%D7%94%D7%A7%D7%90%D7%A8%D7%99%D7%91%D7%99%D7%99%D7%9D/?utm_source=escape-bot,03-6566102,,"בן יהודה 32, תל אביב",32.076506,34.768273,http://tinyurl.com/zf82q8a,http://tinyurl.com/lu9wuz3,מרכז | המרכז | ת״א,,0,,,,,,,,,,,,0,,,,,,,0,,,,,,,120,110,100,80,67,,,,,,,,120,110,100,80,67,,,,,,
207,36,kgb-still-watching-you,קגב | kgb,escape game israel | the rooms | דה רומס | דה רומז,תל אביב,,#חדרבריחה_קגב,2,7,http://www.escape-game.co.il/?utm_source=escape-bot,055-6688441,,"קרליבך 3, תל אביב",32.066216,34.783641,http://tinyurl.com/hfzscja,http://tinyurl.com/kf2f72z,מרכז | המרכז | ת״א,,1,,,,,,,50,50,,,,1,,,,1,,0,,,1,1,1,1,,135,115,105,95,87,80,,,,,,,135,115,105,95,87,80,,,,,
208,42,the-dark-order,המסדר האפל,escape tlv | the rooms | דה רומס | דה רומז,תל אביב,,#חדרבריחה_המסדרהאפל,2,6,http://escapetlv.co.il/?utm_source=escape-bot,053-6210163,,"נחלת בנימין 68, תל אביב",32.061317,34.772398,http://tinyurl.com/hkqmbe9,http://tinyurl.com/mqm26na,מרכז | המרכז | ת״א,,0,,,10,10,10,10,50,50,,,,0,,,1,,,,,,,1,,,,100,95,90,80,75,,,,,,,,125,105,95,85,80,,,,,,
209,11,the-syrian-spy-room,חדרו של המרגל הסורי | המרגל הסורי,escapeit,תל אביב,,#חדרבריחה_המרגלהסורי,2,6,http://www.escapeit.co.il/#!rooms/c164g?utm_source=escape-bot,03-5040830,,"תוצרת הארץ 16, תל אביב",32.072414,34.797203,http://tinyurl.com/h7kjuag,http://tinyurl.com/n58y5od,מרכז | המרכז | ת״א,,1,,,20,20,20,20,50,50,1,,,0,1,1,1,0,,0,,1,1,1,1,1,,125,110,100,95,95,,,,,,,,125,110,100,95,95,,,,,,
210,,the-syrian-spy-room,חדרו של המרגל הסורי | המרגל הסורי,escapeit,אילת,,#חדרבריחה_המרגלהסוריאילת,2,8,https://www.escapeit.co.il/spyeilat/,03-5040830,,"תרשיש 5, אילת",29.551222,34.957017,http://tinyurl.com/y8ruzjoy,http://tinyurl.com/yc5po3h9,דרום | הדרום,,0,,,,,,,20,20,1,,,0,1,1,1,0,,0,,1,1,1,,,,100,100,100,100,100,100,100,,,,,,100,100,100,100,100,100,100,,,,
344,236,space,ספייס,escapeit,תל אביב,,#חדרבריחה_ספייס,,,http://www.escapeit.co.il/%D7%94%D7%96%D7%9E%D7%A0%D7%95%D7%AAspace/?utm_source=escape-bot,03-5040830,,"תוצרת הארץ 16, תל אביב",32.072414,34.797203,http://tinyurl.com/h7kjuag,http://tinyurl.com/lgc793b,מרכז | המרכז | ת״א,,0,,,20,20,20,20,50,50,1,,,0,,,,,,,,,,,,,,125,110,100,95,95,,,,,,,,125,110,100,95,95,,,,,,
211,,Cyber Quest,גרוויטי | גרויטי,escaperoom | escape room | אסקייפ רום,תל אביב,,#סייברקווסט_גרוויטי,2,6,http://www.escaperoom.co.il/tel-aviv-vr-gravity?utm_source=escape-bot,079-932-2224,,"בית הלל 7, תל אביב",32.069571,34.789852,http://tinyurl.com/hxp8a3o,http://tinyurl.com/k4puq8u,מרכז | המרכז | ת״א,,0,,1,20,20,,,50,50,1,,,0,,,1,1,,0,,,0,1,,,,120,100,90,80,80,,,,,,,,120,100,90,80,80,,,,,,
212,144,hotel-california,הוטל קליפורניה,escaperoom | escape room | אסקייפ רום,תל אביב,,#חדרבריחה_הוטלקליפורניה,2,6,http://www.escaperoom.co.il/tel-aviv-hotel-california?utm_source=escape-bot,079-932-2224,,"בית הלל 16, תל אביב",32.069419,34.790410,http://tinyurl.com/z4cymq4,http://tinyurl.com/ldqb5le,מרכז | המרכז | ת״א,,0,,,20,20,,,50,50,1,,,0,,,1,1,,1,,,,1,,,,120,100,90,80,80,,,,,,,,120,100,90,80,80,,,,,,
213,180,hamssad,המיונים למוסד | מיונים למוסד,escaperoom | escape room | אסקייפ רום,תל אביב,,#חדרבריחה_המוסד,2,6,http://www.escaperoom.co.il/tel-aviv-mossad?utm_source=escape-bot,079-932-2224,,"איסרליש 2, תל אביב",32.071723,34.790011,http://tinyurl.com/hy85gv9,http://tinyurl.com/kuutmsg,מרכז | המרכז | ת״א,,1,,,20,20,,,50,50,1,,,0,,,1,1,,0,,,,1,,,,120,100,90,80,80,,,,,,,,120,100,90,80,80,,,,,,
214,86,titanic,טיטאניק | טיטניק,escaperoom | escape room | אסקייפ רום,תל אביב,,#חדרבריחה_טיטאניק,2,5,http://www.escaperoom.co.il/tel-aviv-titanic?utm_source=escape-bot,079-932-2224,,"בית הלל 7, תל אביב",32.069571,34.789852,http://tinyurl.com/hxp8a3o,http://tinyurl.com/konpbpf,מרכז | המרכז | ת״א,,0,,,20,20,,,50,50,1,,,0,1,1,1,1,,0,,,,1,,,,120,100,90,80,,,,,,,,,120,100,90,80,,,,,,,
215,16,robbery-of-the-century,שוד המאה ,escaperoom | escape room | אסקייפ רום,תל אביב,,#חדרבריחה_שודהמאה,2,6,http://www.escaperoom.co.il/tel-aviv-the-robbery-of-the-century?utm_source=escape-bot,079-932-2224,,"גרשון 30, תל אביב",32.068862,34.790262,http://tinyurl.com/zlvvopy,http://tinyurl.com/mq7ubkr,מרכז | המרכז | ת״א,,1,,,,,,,,,,,,0,1,1,1,1,,0,,,,1,1,1,,120,100,90,80,80,,,,,,,,120,100,90,80,80,,,,,,
216,147,lord-of-the-rung-the-revenge-of-saruman,שר הטבעות,escapism,תל אביב,,#חדרבריחה_שרהטבעות,2,6,http://escapism.co.il/room/%D7%A0%D7%A7%D7%9E%D7%AA%D7%95-%D7%A9%D7%9C-%D7%A1%D7%90%D7%A8%D7%95%D7%9E%D7%9F/?utm_source=escape-bot,077-5023008,,"אלנבי 119, תל אביב",32.061470,34.773771,http://tinyurl.com/jaho5ue,http://tinyurl.com/kjq2ztt,מרכז | המרכז | ת״א,,0,,,,,,,50,50,1,,50,0,1,1,1,1,,1,0,1,0,1,,,,120,110,100,90,85,,,,,,,,135,110,100,90,85,,,,,,
217,4,imaginarium,אימג'נריום | אימג׳ינריום,אקזיט רום | exit room,תל אביב,,#חדרבריחה_אמגנריום,2,4,http://exitroom.co.il/rooms/imaginarium-2-2/?lang=he&utm_source=escape-bot,054-9557666,,"אבולעפיה 23, תל אביב",32.052181,34.769319,http://tinyurl.com/hjjx4vt,http://tinyurl.com/lzgvhfp,מרכז | המרכז | ת״א,,0,,,10,10,,,10,10,1,,,0,1,1,1,1,,,0,,1,1,1,1,,120,100,88,,,,,,,,,,120,100,88,,,,,,,,
218,218,amnesia,אמנזיה,אקזיט רום | exit room,תל אביב,,#חדרבריחה_אמנזיה,3,6,http://exitroom.co.il/rooms/amnesia/?lang=he&utm_source=escape-bot,058-6669622,,"גרוזנברג 9, תל אביב",32.065010,34.768537,http://tinyurl.com/jnqf9cf,http://tinyurl.com/lx2kv7u,מרכז | המרכז | ת״א,,0,0,,10,10,,,10,10,1,,,1,1,1,1,0,,1,0,,1,1,,,,,137,118,104,98,94,90,,,,,,,137,118,104,98,94,90,,,,
219,2,haunted-house,הבית הרדוף,אקזיט רום | exit room,תל אביב,,#חדרבריחה_הביתהרדוף,2,6,http://exitroom.co.il/rooms/haunted-house-2/?lang=he&utm_source=escape-bot,053-5224340,,"אלנבי 65, תל אביב יפו",32.068032,34.771126,http://tinyurl.com/gp4jn4s,http://tinyurl.com/kgbtpax,מרכז | המרכז | ת״א,1,0,,,10,10,,,10,10,1,,,0,1,1,1,1,,,1,,1,1,,,,120,100,88,80,78,,,,,,,,120,100,88,80,78,,,,,,
220,5,capital-punishment,עונש מוות,אקזיט רום | exit room,תל אביב,,#חדרבריחה_עונשמוות,2,3,http://exitroom.co.il/rooms/capital_punishment-2/?lang=he&utm_source=escape-bot,053-5224340,,"אלנבי 65, תל אביב יפו",32.068032,34.771126,http://tinyurl.com/gp4jn4s,http://tinyurl.com/mwm43p3,מרכז | המרכז | ת״א,1,0,,,10,10,,,10,10,1,,,0,1,1,1,1,,,1,,1,1,1,1,,100,87,,,,,,,,,,,100,87,,,,,,,,,
221,71,city-s,עיר החוטאים | עיר החטאים,logica games,תל אביב,,#חדרבריחה_עירהחוטאים,3,8,http://exitroom.co.il/rooms/city-s-3-2-2/?lang=he&utm_source=escape-bot,058-7063046,,"אידלסון 7, תל אביב",32.074082,34.767795,http://tinyurl.com/jm5h9xf,http://tinyurl.com/kx2aeej,מרכז | המרכז | ת״א,,0,1,,10,10,,,10,10,1,,,1,1,1,,0,,1,1,,1,1,1,1,,,137,118,104,98,94,90,,,,,,,137,118,104,98,94,90,,,,
222,1,maniacs-shelter,רוצח סדרתי,אקזיט רום | exit room,תל אביב,,#חדרבריחה_רוצחסדרתי,2,6,http://exitroom.co.il/rooms/maniacs-shelter/?lang=he&utm_source=escape-bot,054-9557666,,"אבולעפיה 23, תל אביב",32.052181,34.769319,http://tinyurl.com/hjjx4vt,http://tinyurl.com/mcvbw9q,מרכז | המרכז | ת״א,,0,,,10,10,,,10,10,1,,,0,1,1,1,,,,1,,1,1,,,,120,100,88,80,78,,,,,,,,120,100,88,80,78,,,,,,
223,156,mystery-of-maya,תיבת פנדורה,אקזיט רום | exit room,תל אביב,,#חדרבריחה_תיבתפנדורה,2,4,http://exitroom.co.il/rooms/pandora/?lang=he&utm_source=escape-bot,053-5224340,,"אלנבי 65, תל אביב יפו",32.068032,34.771126,http://tinyurl.com/gp4jn4s,http://tinyurl.com/lklmps6,מרכז | המרכז | ת״א,1,0,,,10,10,,,10,10,1,,,0,1,1,1,1,,,1,,1,1,,,,120,100,88,,,,,,,,,,120,100,88,,,,,,,,
224,12,part-i-the-secret-lab,המעבדה הסודית,locked,תל אביב,,#חדרבריחה_המעבדההסודית,2,6,http://www.locked-games.com/the-secret-lab-escaperoom-heb?utm_source=escape-bot,03-3741695,,"טשרניחובסקי 26, תל אביב",32.074242,34.773065,http://tinyurl.com/h5s9uzc,http://tinyurl.com/n6hfnvs,מרכז | המרכז | ת״א,,0,,,10,10,,,50,50,1,,,0,1,0,1,1,,0,0,1,0,1,1,1,,100,95,90,84,80,,,,,,,,120,110,100,94,90,,,,,,
225,13,part-ii-the-crime,הפשע,locked,תל אביב,,#חדרבריחה_הפשע,2,6,http://www.locked-games.com/the-crime-escaperoom-heb?utm_source=escape-bot,03-3741695,,"טשרניחובסקי 26, תל אביב",32.074242,34.773065,http://tinyurl.com/h5s9uzc,http://tinyurl.com/lh7gw8a,מרכז | המרכז | ת״א,,0,,,10,10,,,50,50,1,,,0,1,0,1,1,,0,0,1,0,1,1,1,,100,95,90,84,80,,,,,,,,120,110,100,94,90,,,,,,
226,69,artificial-intelligence,טסיס 2.0 | טסיס,locked,תל אביב,,#חדרבריחה_טסיס2,2,6,http://www.locked-games.com/tesys?utm_source=escape-bot,03-3741695,,"הפלך 3, תל אביב",32.050464,34.765836,http://tinyurl.com/zwcvr8n,http://tinyurl.com/lac5cyz,מרכז | המרכז | ת״א,,0,,,10,10,,,50,50,1,,,0,1,0,,,,0,,,,,1,1,,100,95,90,84,80,,,,,,,,120,110,100,94,90,,,,,,
227,214,houdini,סודו של הודיני | הודיני,locked,תל אביב,,#חדרבריחה_סודושלהודיני,2,6,http://www.locked-games.com/houdini?utm_source=escape-bot,03-3741695,,"הפלך 3, תל אביב",32.050464,34.765836,http://tinyurl.com/zwcvr8n,http://tinyurl.com/kfuou7h,מרכז | המרכז | ת״א,,0,,,10,10,,,50,50,1,,,0,,,,,,,,,,,1,1,,100,95,90,84,80,,,,,,,,120,110,100,94,90,,,,,,
228,239,time-travel,מסע בזמן,locked,תל אביב,,,2,6,http://www.locked-games.com/time-travel-escaperoom?utm_source=escape-bot,03-3741695,,"גבעון 18, תל אביב",32.069811,34.785325,http://tinyurl.com/zelj3jp,http://tinyurl.com/m4qzqsj,מרכז | המרכז | ת״א,,0,,,10,10,,,50,50,1,,,0,,,,,,,,,,,,,,100,95,90,84,80,,,,,,,,120,110,100,94,90,,,,,,
229,43,trapped-in-time,לכודים בזמן,mindrush | the rooms | דה רומס | דה רומז,תל אביב,,#חדרבריחה_לכודיםבזמן,2,6,http://www.mindrush.co.il?utm_source=escape-bot,054-3945120,,"נירים 10, תל אביב",32.063019,34.790710,http://tinyurl.com/zexdjpu,http://tinyurl.com/mrhbts9,מרכז | המרכז | ת״א,,0,,,15,15,10,10,50,50,1,,,0,,,1,1,,,0,1,1,1,,,,110,100,90,85,75,,,,,,,,120,105,95,90,80,,,,,,
230,89,the-book-of,ספר סודות היקום,mystic room,תל אביב,,#חדרבריחה_ספרסודותהיקום,2,6,http://mysticroom.co.il/?utm_source=escape-bot,073-7280200,,"יוסף קארו 19, תל אביב",32.070727,34.791319,http://tinyurl.com/jqrc92o,http://tinyurl.com/llv4b2l,מרכז | המרכז | ת״א,,0,,,10,10,10,10,50,50,,10,10,0,1,1,1,1,,1,1,1,1,1,,,,100,90,80,76,73,,,,,,,,120,110,100,94,90,,,,,,
231,88,pharaohs-curse,קללת הפרעונים ,mystic room,תל אביב,,#חדרבריחה_קללתהפרעונים,2,6,http://mysticroom.co.il/?utm_source=escape-bot,073-7280200,,"יוסף קארו 19, תל אביב",32.070727,34.791319,http://tinyurl.com/jqrc92o,http://tinyurl.com/mu38xa6,מרכז | המרכז | ת״א,,0,,,10,10,10,10,50,50,,10,10,0,1,1,1,1,,1,1,1,1,1,,,,100,90,80,76,73,,,,,,,,120,110,100,94,90,,,,,,
232,108,haunted-castle,הטירה המקוללת | נייטמר,nightmare escape room,תל אביב,,#חדרבריחה_הטירההמקוללת,2,6,http://www.nightmare-room.co.il/?utm_source=escape-bot,1-700-557-666,,"הירקון 167, תל אביב",32.085653,34.770249,http://tinyurl.com/z2huzw2,http://tinyurl.com/kxgf9h2,מרכז | המרכז | ת״א,,0,,,,,,,,,,,,0,,,,,,1,,,,,1,1,,120,110,100,100,100,,,,,,,,120,110,100,100,100,,,,,,
233,33,the-african-stone,האבן האפריקאית | אבן אפריקאית,out of the box,תל אביב,,#חדרבריחה_האבןהאפריקאית,2,6,http://www.boxgame.co.il/african-stone?utm_source=escape-bot,058-6903600,,"דיזנגוף 203, תל אביב",32.087592,34.774964,http://tinyurl.com/gppp6vn,http://tinyurl.com/l27c6kb,מרכז | המרכז | ת״א,,0,,,15,15,10,10,40,40,,10,,0,0,1,1,1,,0,0,1,1,1,,1,,110,107,90,90,85,,,,,,,,110,107,90,90,85,,,,,,
234,206,the-last-battle,הקרב האחרון,out of the box,תל אביב,,#חדרבריחה_הקרבהאחרון,3,6,http://www.boxgame.co.il/thelastbattle?utm_source=escape-bot,03-3741856,,"בן יהודה 100, תל אביב",32.082513,34.771371,http://tinyurl.com/jodofk4,http://tinyurl.com/llgwgx5,מרכז | המרכז | ת״א,,0,,,15,15,10,10,40,40,,10,,0,0,1,1,1,,0,0,1,1,1,1,1,,,107,90,90,85,,,,,,,,,107,90,90,85,,,,,,
235,15,broadway-behind-the-scenes,מאחורי הקלעים,out of the box,תל אביב,,#חדרבריחה_מאחוריהקלעים,2,5,http://www.boxgame.co.il/theatermystery?utm_source=escape-bot,058-6903600,,"דיזנגוף 203, תל אביב",32.087592,34.774964,http://tinyurl.com/gppp6vn,http://tinyurl.com/l92nqr3,מרכז | המרכז | ת״א,,0,,,15,15,10,10,40,40,,10,,0,0,1,1,1,,0,0,1,1,1,,1,,110,107,90,90,,,,,,,,,110,107,90,90,,,,,,,
236,14,wine-cellar,מרתף היינות | מרתף היין,out of the box,תל אביב,,#חדרבריחה_מרתףהיינות,2,5,http://www.boxgame.co.il/quest11?utm_source=escape-bot,058-6903600,,"דיזנגוף 203, תל אביב",32.087592,34.774964,http://tinyurl.com/gppp6vn,http://tinyurl.com/ltlplec,מרכז | המרכז | ת״א,,0,,,15,15,10,10,40,40,,10,,0,0,1,1,1,,0,0,1,1,1,1,1,,110,107,90,90,,,,,,,,,110,107,90,90,,,,,,,
237,122,steampunk-circuis,קרקס סטימפאנק,out of the box,תל אביב,,#חדרבריחה_סטימפאנק,2,5,http://www.boxgame.co.il/steampun-c-heb?utm_source=escape-bot,03-3741856,,"בן יהודה 100, תל אביב",32.082513,34.771371,http://tinyurl.com/jodofk4,http://tinyurl.com/k27ymrx,מרכז | המרכז | ת״א,,1,,,15,15,10,10,40,40,,10,,0,0,1,1,1,,0,0,1,1,1,1,1,,110,107,90,90,,,,,,,,,110,107,90,90,,,,,,,
238,98,way-to-hell,הדרך לגהינום,panica escape | panica,תל אביב,,#חדרבריחה_הדרךלגיהנום,2,5,http://panica-escape.co.il/?utm_source=escape-bot,052-4104850,,"הארבעה 4, תל אביב",32.070380,34.783014,http://tinyurl.com/gso4hux,http://tinyurl.com/m27mndm,מרכז | המרכז | ת״א,,0,,,,,,,,,,,,0,,,1,,,1,,,,1,,,,100,95,85,80,,,,,,,,,115,105,93,86,,,,,,,
239,220,shity-roommate,זבל של שותף,panica escape | panica,תל אביב,,#חדרבריחה_זבלשלשותף,2,5,http://panica-escape.co.il/?utm_source=escape-bot,052-4104850,,"דיזנגוף 101, תל אביב",32.079525,34.773769,http://tinyurl.com/hfqeqwl,http://tinyurl.com/l62ms9n,מרכז | המרכז | ת״א,,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,100,95,85,80,,,,,,,,,115,105,93,86,,,,,,,
240,212,bank-job,השוד הגדול,paradox escape zone | paradox,תל אביב,,#חדרבריחה_השודהגדול,3,5,http://www.paradox.games/the-bank-job?utm_source=escape-bot,03-6776306,,"אסתר המלכה 4, תל אביב",32.079046,34.774305,http://tinyurl.com/hzm6sm6,http://tinyurl.com/m5lshxz,מרכז | המרכז | ת״א,,0,,,10,10,10,10,,,1,,,0,,,,,,,,,,,,,,,110,100,90,,,,,,,,,,110,100,90,,,,,,,
241,201,surgery,חדר ניתוח,paradox escape zone | paradox,תל אביב,,#חדרבריחה_חדרניתוח,2,6,http://www.paradox.games/surgery?utm_source=escape-bot,03-6776306,,"אסתר המלכה 4, תל אביב",32.079046,34.774305,http://tinyurl.com/hzm6sm6,http://tinyurl.com/mf337m7,מרכז | המרכז | ת״א,,0,,,10,10,10,10,,,1,,,0,,,,0,,,,,,,,,,120,110,100,90,90,,,,,,,,120,110,100,90,90,,,,,,
242,102,piratescape,צופן הפיראטים,piratescape,תל אביב,,#חדרבריחה_צופןהפיראטים,2,6,http://www.piratescape.co.il/?utm_source=escape-bot,058-5588007,,"מנחם בגין 112, תל אביב",32.070608,34.789025,http://tinyurl.com/gv35yyu,http://tinyurl.com/kelacx2,מרכז | המרכז | ת״א,,1,,,15,10,15,10,15,15,,10,,0,,,1,1,,,,,,1,,,,120,100,90,80,75,,,,,,,,120,100,90,80,75,,,,,,
243,17,portal-y,"חטיפה ע""י חייזרים",portal y,תל אביב,,#חדרבריחה_פורטלY,3,8,http://www.portaly.club/alienabduction?utm_source=escape-bot,058-6076070,,הרבי מבכרך 14 תל אביב,32.057818,34.765227,http://tinyurl.com/zjvvumw,http://tinyurl.com/lmqey7k,מרכז | המרכז | ת״א,,0,,,10,10,,,,,,10,50,0,0,1,0,0,,0,0,1,1,1,1,1,,,90,80,70,65,60,60,,,,,,,100,90,80,75,70,70,,,,
244,9,the-dark-side-of-the-art,הצד האפל של האומנות,quest & quest,תל אביב,,#חדרבריחה_הצדהאפל,2,6,http://www.escaperoom-quest.co.il/%D7%94%D7%A6%D7%93-%D7%94%D7%90%D7%A4%D7%9C-%D7%A9%D7%9C-%D7%94%D7%90%D7%95%D7%9E%D7%A0%D7%95%D7%AA/?utm_source=escape-bot,054-2809087,,"דרך מנחם בגין 25 קומה 3, תל אביב",32.064039,34.780261,http://tinyurl.com/j8eryjv,http://tinyurl.com/n63astc,מרכז | המרכז | ת״א,,0,,,15,15,10,10,50,50,1,10,,0,1,1,1,1,,0,0,1,0,1,1,1,,100,90,85,80,75,,,,,,,,120,103,95,88,82,,,,,,
245,101,walters-secret,סודו של וולטר,quest & quest,תל אביב,,#חדרבריחה_סודושלוולטר,2,6,http://www.escaperoom-quest.co.il/%D7%A1%D7%95%D7%93%D7%95-%D7%A9%D7%9C-%D7%95%D7%95%D7%9C%D7%98%D7%A8/?utm_source=escape-bot,054-2809087,,"דרך מנחם בגין 25 קומה 3, תל אביב",32.064039,34.780261,http://tinyurl.com/j8eryjv,http://tinyurl.com/m93yake,מרכז | המרכז | ת״א,,0,,,15,15,10,10,50,50,1,10,,0,1,1,1,1,,1,0,1,0,1,1,1,,100,90,85,80,75,,,,,,,,120,103,95,88,82,,,,,,
246,200,flight301,טיסה 301,questair | the rooms | דה רומס | דה רומז,תל אביב,,#חדרבריחה_טיסה301,3,7,http://www.questair.co.il/blank-2?utm_source=escape-bot,03-6964443,052-355-8226,"שפע טל 6, קומה 1, תל אביב",32.072085,34.791026,http://tinyurl.com/gmoov3v,http://tinyurl.com/k2l6htg,מרכז | המרכז | ת״א,,0,,,10,10,10,10,50,50,,,50,0,,,0,0,,1,,,0,1,1,1,,,125,115,110,105,105,105,,,,,,,120,120,115,110,105,,,,,
247,170,project-x,פרוייקט איקס | פרוייקט x ,questair | the rooms | דה רומס | דה רומז,תל אביב,,#חדרבריחה_פרויקטX,2,7,http://www.questair.co.il/blank-5?utm_source=escape-bot,03-6964443,052-355-8226,"שפע טל 6, קומה 1, תל אביב",32.072085,34.791026,http://tinyurl.com/gmoov3v,http://tinyurl.com/le7gxnu,מרכז | המרכז | ת״א,,0,,,10,10,10,10,50,50,,,50,0,,,0,0,,0,,,1,,1,1,,120,110,100,100,95,90,,,,,,,120,110,100,100,95,90,,,,,
248,59,casino-robbery,שוד הקזינו,question,תל אביב,,#חדרבריחה_שודהקזינו,2,6,http://www.quest-ion.co.il/?utm_source=escape-bot,072-250072,,"הברזל 31, תל אביב",32.110441,34.841122,http://tinyurl.com/zd3kag7,http://tinyurl.com/mblue2b,מרכז | המרכז | ת״א,,1,,,10,10,10,10,50,50,1,,50,0,1,1,1,1,,0,0,1,1,1,,,,120,100,90,80,80,,,,,,,,120,110,100,90,90,,,,,,
249,174,ocean,אושן 5,questomania | קווסטומניה,תל אביב,,#חדרבריחה_אושן5,2,5,https://www.questomania.co.il/shop/diamond-robbery/?utm_source=escape-bot,03-5531194,,"החשמונאים 100, תל אביב",32.069220,34.786817,http://tinyurl.com/gqc8tk8,http://tinyurl.com/kvq6dxf,מרכז | המרכז | ת״א,,0,,,,,,,,,1,,,0,1,1,1,1,,0,1,0,1,1,,,,120,100,90,80,,,,,,,,,120,100,90,80,,,,,,,
250,54,the-russian-prison,הכלא הרוסי,questomania | קווסטומניה,תל אביב,,#חדרבריחה_הכלאהרוסי,2,5,https://www.questomania.co.il/shop/russian-police-station/?utm_source=escape-bot,03-5531194,,"החשמונאים 100, תל אביב",32.069220,34.786817,http://tinyurl.com/gqc8tk8,http://tinyurl.com/m87okff,מרכז | המרכז | ת״א,,0,,,,,,,,,1,,,0,1,1,1,,,0,1,0,1,1,,,,120,100,90,80,,,,,,,,,120,100,90,80,,,,,,,
251,6,the-chase,המרדף,questomania | קווסטומניה,תל אביב,,#חדרבריחה_המרדף,2,5,https://www.questomania.co.il/shop/total-loss/?utm_source=escape-bot,03-5531194,,"החשמונאים 100, תל אביב",32.069220,34.786817,http://tinyurl.com/gqc8tk8,http://tinyurl.com/ktlf4ly,מרכז | המרכז | ת״א,,0,,,,,,,,,1,,,0,1,1,1,1,,0,1,0,1,1,,,,120,100,90,80,,,,,,,,,120,100,90,80,,,,,,,
